Latitudine,Longitudine
39.4593218,-0.3235761
39.4593818,-0.3234957
39.4594409,-0.3234192
39.4384931,-0.3036691
39.4595034,-0.323334
39.4595655,-0.3232454
39.4596194,-0.323177
39.4384941,-0.3034948
39.4596681,-0.3231073
39.4597033,-0.3230349
39.4384935,-0.3033898
39.4597447,-0.3229441
39.4384936,-0.3032919
39.4597902,-0.3228619
39.4598296,-0.3227854
39.4384907,-0.3031953
39.4598658,-0.322709
39.459901,-0.3226084
39.4384941,-0.3031118
39.4599331,-0.322528
39.4384951,-0.303022
39.4599652,-0.3224435
39.4599994,-0.3223402
39.4600263,-0.3222383
39.438499,-0.3029271
39.4384922,-0.3028563
39.4384252,-0.3028564
39.4600491,-0.3221417
39.4383561,-0.3028584
39.4600719,-0.3220411
39.4600957,-0.3219405
39.4601174,-0.321852
39.4601278,-0.3217555
39.4601423,-0.3216629
39.4601516,-0.3215583
39.4384946,-0.3035852
39.4601609,-0.3214551
39.4601713,-0.3213692
39.4601796,-0.3212754
39.4601868,-0.3211761
39.4601899,-0.3210755
39.4601827,-0.3209709
39.4382905,-0.3028591
39.4601767,-0.3208577
39.4601705,-0.3207477
39.4601612,-0.3206391
39.4601508,-0.3205358
39.4601332,-0.3204312
39.4382276,-0.3028628
39.4601166,-0.3203333
39.460099,-0.3202394
39.4600918,-0.3201509
39.4600752,-0.320053
39.4381482,-0.302862
39.4600514,-0.3199712
39.4600251,-0.3198974
39.4599992,-0.3198196
39.4599733,-0.3197365
39.438084,-0.3028654
39.4599568,-0.3196627
39.4599319,-0.3195836
39.4599112,-0.3195179
39.4598771,-0.3194414
39.459846,-0.3193757
39.438028,-0.3028647
39.4598211,-0.3193087
39.4597901,-0.3192389
39.45976,-0.3191719
39.4597284,-0.3191014
39.4596984,-0.3190357
39.4596673,-0.3189633
39.4596342,-0.3189056
39.4379623,-0.3028687
39.4595959,-0.3188438
39.4595648,-0.3187995
39.4595224,-0.3187418
39.459483,-0.3186802
39.4594489,-0.3186292
39.4379125,-0.3028694
39.4594074,-0.3185688
39.459365,-0.3185165
39.4593205,-0.3184589
39.4592697,-0.318416
39.4592293,-0.318373
39.4378522,-0.3028697
39.4591869,-0.3183355
39.4591429,-0.3182966
39.4591005,-0.318247
39.459057,-0.3182
39.4377898,-0.3028724
39.4590125,-0.3181571
39.4589617,-0.3181236
39.4589082,-0.3180877
39.4377178,-0.3028742
39.4588302,-0.3180351
39.458753,-0.3179805
39.4586684,-0.3179211
39.4586166,-0.3178862
39.4376578,-0.3028768
39.4585535,-0.3178406
39.4584665,-0.317783
39.4376005,-0.3028769
39.4584199,-0.3177494
39.4583712,-0.3177146
39.4583205,-0.3176757
39.4582573,-0.3176341
39.4375379,-0.3028779
39.4582066,-0.3176019
39.45816,-0.3175644
39.4580979,-0.3175184
39.4580288,-0.3174651
39.4579643,-0.3174155
39.4374757,-0.3028782
39.4579084,-0.3173806
39.4578566,-0.3173431
39.4578017,-0.3173002
39.457752,-0.3172653
39.4577003,-0.3172304
39.4576363,-0.3171855
39.4374092,-0.3028823
39.4575496,-0.3171298
39.4574779,-0.3170829
39.4574015,-0.3170266
39.4373279,-0.3028822
39.4573267,-0.3169782
39.4572493,-0.3169309
39.4571675,-0.3168756
39.4570981,-0.316829
39.4570168,-0.3167699
39.4372422,-0.3028858
39.4371749,-0.3028871
39.4569412,-0.3167224
39.4568703,-0.3166751
39.4567981,-0.3166234
39.4567393,-0.3165909
39.4567028,-0.3165644
39.43712,-0.3028891
39.456651,-0.3165202
39.4566024,-0.316488
39.4565495,-0.3164504
39.4565092,-0.3164209
39.4370579,-0.302891
39.4564605,-0.316386
39.456418,-0.3163552
39.4563777,-0.3163257
39.4563343,-0.3162975
39.4562846,-0.31626
39.4369905,-0.3028916
39.4562297,-0.3162211
39.456178,-0.3161849
39.4561303,-0.3161527
39.4560858,-0.3161205
39.4560485,-0.3160919
39.4369287,-0.3028941
39.4559999,-0.3160597
39.4559489,-0.3160031
39.455895,-0.3159303
39.4558394,-0.3158465
39.4368671,-0.3028928
39.4557786,-0.3157673
39.4557339,-0.3156918
39.4556823,-0.3156208
39.4556215,-0.3155765
39.4555607,-0.3155644
39.4367972,-0.3028915
39.4554985,-0.315552
39.4554297,-0.3155453
39.4553515,-0.3155226
39.4367299,-0.3028913
39.4552971,-0.315479
39.4552212,-0.3154323
39.4551576,-0.3154022
39.4366729,-0.302892
39.4550817,-0.3153818
39.4550075,-0.3153516
39.43662,-0.3028903
39.4549512,-0.3153234
39.4549039,-0.3152751
39.4548531,-0.3152416
39.4548086,-0.3152148
39.4547568,-0.3151799
39.454704,-0.3151504
39.4546626,-0.3151169
39.454615,-0.3150874
39.4545704,-0.3150565
39.4545187,-0.3150297
39.4544772,-0.3150029
39.4544275,-0.3149707
39.454382,-0.3149385
39.4365468,-0.3028892
39.4364674,-0.3028911
39.4543461,-0.3149128
39.4363918,-0.3028911
39.4543161,-0.3148961
39.454285,-0.3148753
39.4542555,-0.3148536
39.4542224,-0.3148348
39.4363173,-0.3028912
39.4541939,-0.3148147
39.4541607,-0.3147946
39.4541298,-0.3147758
39.4541039,-0.3147564
39.4362438,-0.3028912
39.4540765,-0.3147369
39.454048,-0.3147202
39.4540206,-0.3146987
39.4539924,-0.3146798
39.4539603,-0.314659
39.4361806,-0.3028952
39.4539323,-0.3146382
39.453908,-0.3146248
39.4538842,-0.314606
39.4538557,-0.3145873
39.4538329,-0.3145712
39.453806,-0.3145517
39.4537791,-0.3145363
39.4360994,-0.302895
39.4537511,-0.3145142
39.4537201,-0.3144954
39.4536947,-0.3144753
39.4536662,-0.3144578
39.4536388,-0.3144384
39.4360364,-0.3028993
39.4536136,-0.3144208
39.4535867,-0.3144033
39.4535608,-0.3143872
39.4535335,-0.3143656
39.453504,-0.3143461
39.4359633,-0.3029111
39.4534854,-0.3143321
39.4534584,-0.314314
39.4534346,-0.3142932
39.4358992,-0.302937
39.4534041,-0.3142764
39.4533751,-0.3142556
39.4533492,-0.3142355
39.4533259,-0.3142221
39.453301,-0.3142067
39.435844,-0.3029793
39.4532803,-0.3141887
39.4532565,-0.314174
39.4532322,-0.3141565
39.4532135,-0.3141398
39.4531851,-0.314121
39.4531618,-0.3141056
39.4357912,-0.3030322
39.453138,-0.3140901
39.4531209,-0.3140673
39.4531002,-0.3140465
39.4357328,-0.3030617
39.4356749,-0.3030895
39.4530738,-0.3140191
39.4530463,-0.3139922
39.453024,-0.3139681
39.4529982,-0.3139406
39.4356135,-0.3031073
39.4529718,-0.3139138
39.4529469,-0.3138857
39.4529231,-0.3138602
39.4528977,-0.313836
39.4528703,-0.3138086
39.4528475,-0.3137798
39.4355563,-0.3031337
39.4528237,-0.3137549
39.4527999,-0.3137308
39.4355127,-0.3031673
39.4355159,-0.3030761
39.4527792,-0.3137065
39.4355216,-0.3029836
39.4527533,-0.3136777
39.452729,-0.3136495
39.4527077,-0.3136247
39.4526829,-0.3135938
39.4355273,-0.3028961
39.4526529,-0.3135604
39.4526244,-0.3135235
39.4525944,-0.3134866
39.452569,-0.3134545
39.4355278,-0.3028023
39.4525413,-0.3134194
39.4525129,-0.3133839
39.435527,-0.302704
39.4524875,-0.3133604
39.4524549,-0.3133309
39.4524176,-0.3132947
39.4355304,-0.3026152
39.4523876,-0.3132652
39.4355967,-0.302599
39.4523565,-0.313239
39.4523285,-0.3132142
39.4522995,-0.3131881
39.4522694,-0.3131693
39.4522386,-0.3131511
39.4356831,-0.3026028
39.4522143,-0.3131371
39.4521822,-0.3131223
39.4521511,-0.3131075
39.435774,-0.3025987
39.4521184,-0.3131028
39.4520868,-0.3130968
39.4358691,-0.3026001
39.4520542,-0.3130921
39.4520231,-0.3131042
39.4519952,-0.3131142
39.4519631,-0.313127
39.4359565,-0.3026004
39.4519274,-0.3131404
39.4518984,-0.3131524
39.4360441,-0.3025978
39.4518584,-0.3131637
39.4361238,-0.3025961
39.4518159,-0.3131818
39.4517766,-0.3131932
39.4517414,-0.3132026
39.4516974,-0.3132066
39.4516559,-0.3132087
39.4361994,-0.3025957
39.4516093,-0.3132073
39.45157,-0.3132037
39.4515306,-0.3131957
39.4362794,-0.3025988
39.4515001,-0.3131876
39.4514654,-0.3131782
39.4363605,-0.3026001
39.4514298,-0.3131656
39.4514008,-0.3131455
39.4513739,-0.3131267
39.4513449,-0.3131059
39.4513185,-0.3130871
39.4512952,-0.313062
39.4512708,-0.3130345
39.4512424,-0.313005
39.4512154,-0.3129742
39.4511875,-0.3129407
39.4511595,-0.3129011
39.4511348,-0.312862
39.4511104,-0.3128237
39.4510871,-0.3127848
39.4510638,-0.3127359
39.4364352,-0.3025977
39.4510452,-0.3126896
39.4510286,-0.3126467
39.4365214,-0.3025967
39.4510059,-0.3125947
39.4509867,-0.3125498
39.4509717,-0.3125009
39.4509551,-0.3124479
39.4366129,-0.3026014
39.4509391,-0.3123969
39.4509208,-0.3123367
39.450899,-0.3122757
39.4508845,-0.3122107
39.4367004,-0.3025994
39.4508659,-0.31214
39.4508519,-0.312077
39.4367737,-0.3025991
39.4508373,-0.3120113
39.4508306,-0.3119443
39.4508218,-0.3118779
39.4368446,-0.3025974
39.4508076,-0.3117793
39.4508058,-0.3116747
39.4369156,-0.3025994
39.4507998,-0.311558
39.4507995,-0.3114407
39.4507977,-0.3113261
39.4369982,-0.3025981
39.450798,-0.3112219
39.4508016,-0.3110955
39.4370723,-0.3025947
39.4508006,-0.311013
39.4507995,-0.310889
39.4371483,-0.3025941
39.4507995,-0.3107492
39.4507995,-0.3105973
39.4372292,-0.3025941
39.4508029,-0.3104716
39.4508024,-0.3103817
39.4373053,-0.3025921
39.4508006,-0.3102657
39.4508031,-0.3101399
39.4373752,-0.3025914
39.4507969,-0.3100138
39.4374467,-0.3025887
39.4507999,-0.3098765
39.450801,-0.3097625
39.4375212,-0.30259
39.4507987,-0.3096605
39.4507974,-0.3095425
39.4375963,-0.3025894
39.4507964,-0.309399
39.4507911,-0.3092602
39.4376719,-0.3025894
39.4507904,-0.3091183
39.4507917,-0.309008
39.4377476,-0.3025887
39.4507867,-0.3088854
39.4507844,-0.3087556
39.4378123,-0.3025887
39.4507813,-0.308639
39.437876,-0.3025867
39.4507657,-0.3085283
39.450732,-0.3084425
39.4379358,-0.3025813
39.4380075,-0.3025817
39.4380811,-0.3025793
39.4506951,-0.3083828
39.4381556,-0.302577
39.4506467,-0.3083111
39.4382419,-0.3025773
39.4506022,-0.3082471
39.4383149,-0.3025753
39.4505639,-0.3081851
39.4383827,-0.3025763
39.4505373,-0.3081285
39.4384606,-0.302575
39.4505134,-0.3080506
39.4504792,-0.308004
39.4385445,-0.3025753
39.4504412,-0.3079256
39.4386176,-0.302577
39.4504355,-0.307823
39.4387076,-0.3025733
39.450474,-0.3077194
39.4505359,-0.3076647
39.4387807,-0.302574
39.4505768,-0.3075793
39.4388605,-0.3025753
39.450604,-0.307485
39.4389413,-0.302573
39.4506092,-0.307374
39.4390153,-0.3025726
39.4390847,-0.3025713
39.4505996,-0.3072758
39.439161,-0.3025682
39.4505732,-0.3071883
39.4392388,-0.3025676
39.4505468,-0.3071055
39.4505162,-0.3070096
39.4393265,-0.3025679
39.4504891,-0.3069194
39.4394091,-0.3025676
39.450458,-0.3068204
39.439486,-0.3025656
39.4504339,-0.3067168
39.4395725,-0.3025663
39.4504214,-0.3066313
39.4396482,-0.3025676
39.439724,-0.3025652
39.4503973,-0.3065471
39.439796,-0.3025662
39.4503673,-0.3064518
39.4503362,-0.3063667
39.4398861,-0.3025662
39.450307,-0.3062794
39.4399671,-0.3025669
39.4400552,-0.3025605
39.4502751,-0.3061745
39.4502441,-0.306081
39.4401435,-0.3025616
39.4402289,-0.3025646
39.4502109,-0.3059844
39.4501773,-0.3058861
39.440309,-0.3025612
39.450147,-0.3057862
39.4501167,-0.3056904
39.4500898,-0.3056062
39.4500585,-0.3055123
39.4500244,-0.3054113
39.4499895,-0.3053067
39.440382,-0.3025625
39.4499595,-0.3052148
39.4404607,-0.3025601
39.4405264,-0.3025611
39.4406005,-0.3025635
39.4407007,-0.3025638
39.4499307,-0.3051189
39.4407823,-0.3025628
39.4498999,-0.3050324
39.4408612,-0.3025598
39.4498766,-0.3049589
39.440941,-0.3025624
39.449853,-0.3048814
39.4410379,-0.3025591
39.4498233,-0.3047903
39.4411194,-0.3025561
39.4497969,-0.3047115
39.4411955,-0.3025594
39.4412799,-0.3025584
39.4497695,-0.3046266
39.4413661,-0.3025588
39.4497433,-0.304545
39.4414451,-0.3025574
39.449719,-0.3044746
39.4415234,-0.3025571
39.4496952,-0.3043988
39.4416233,-0.3025574
39.4417116,-0.3025574
39.4496719,-0.3043281
39.4417939,-0.3025521
39.449646,-0.3042521
39.4418672,-0.3025534
39.4496252,-0.3041854
39.4419577,-0.3025514
39.4496009,-0.3041131
39.4420404,-0.3025518
39.4495743,-0.3040252
39.442124,-0.3025497
39.4495416,-0.3039145
39.4422144,-0.3025484
39.4422851,-0.3025514
39.4495054,-0.3038135
39.4423633,-0.3025501
39.449472,-0.3037247
39.442443,-0.302546
39.4425199,-0.3025477
39.4426175,-0.3025467
39.4427045,-0.302546
39.4428014,-0.3025417
39.4428912,-0.3025434
39.4429733,-0.3025424
39.4430496,-0.3025397
39.4431351,-0.3025407
39.443226,-0.302539
39.4433182,-0.3025413
39.4433951,-0.3025393
39.443472,-0.3025394
39.4435321,-0.3025367
39.4436002,-0.3025367
39.4436742,-0.3025367
39.4437541,-0.3025364
39.4438334,-0.3025357
39.443917,-0.3025356
39.4439924,-0.302537
39.4440742,-0.3025376
39.4441591,-0.3025366
39.4442293,-0.3025347
39.4443191,-0.3025343
39.4444054,-0.302532
39.4444796,-0.3025336
39.4445599,-0.3025326
39.4446466,-0.302531
39.4447236,-0.302535
39.4448072,-0.302534
39.4448975,-0.30254
39.4494416,-0.3036347
39.4449788,-0.3025407
39.4450682,-0.3025397
39.449417,-0.3035566
39.4451557,-0.302538
39.4493934,-0.3034852
39.4452387,-0.302539
39.4453182,-0.302539
39.445397,-0.3025387
39.4493692,-0.3034106
39.4454783,-0.3025397
39.449341,-0.3033321
39.4455578,-0.3025373
39.4456378,-0.3025313
39.4493053,-0.3032549
39.445718,-0.3025286
39.4492747,-0.3031897
39.4492338,-0.3031112
39.4491932,-0.3030459
39.4491487,-0.3029842
39.4458061,-0.3025231
39.4458868,-0.3025191
39.4491067,-0.3029212
39.445964,-0.3025157
39.446052,-0.302509
39.449063,-0.3028682
39.4461421,-0.3025066
39.4462284,-0.3025063
39.4490116,-0.3028188
39.4463102,-0.3025043
39.4463855,-0.3025019
39.4464689,-0.3024983
39.4489654,-0.3027707
39.4465456,-0.3025007
39.4466141,-0.3024996
39.4489118,-0.3027217
39.4466879,-0.3024969
39.4488549,-0.3026808
39.4467698,-0.3024979
39.4468521,-0.3024933
39.4487953,-0.3026359
39.4469331,-0.3024983
39.4487325,-0.3026013
39.4470149,-0.3024912
39.4470942,-0.3024925
39.4486731,-0.3025694
39.4471718,-0.3024889
39.4486123,-0.3025439
39.4472412,-0.3024895
39.4485514,-0.3025247
39.4473173,-0.3024876
39.4473961,-0.3024859
39.4484953,-0.3025114
39.4474639,-0.3024862
39.4475441,-0.3024882
39.4484355,-0.302497
39.4476202,-0.3024855
39.4476932,-0.3024815
39.4477644,-0.3024795
39.447839,-0.3024805
39.4483545,-0.3024907
39.4479221,-0.3024822
39.4480073,-0.3024835
39.4482938,-0.3024863
39.4480878,-0.3024805
39.4482357,-0.302481
39.4481629,-0.3024812
39.449985,-0.3054638
39.4499438,-0.3054783
39.4499115,-0.3054871
39.4498773,-0.3054938
39.4498411,-0.3055012
39.4498121,-0.3055039
39.4497763,-0.3055052
39.449749,-0.3055079
39.4497211,-0.3055079
39.4496941,-0.3055079
39.4496392,-0.3055026
39.4495809,-0.3055013
39.4495203,-0.3054994
39.4494478,-0.3055014
39.4493831,-0.3054987
39.4492505,-0.3054967
39.4491775,-0.3054987
39.4489844,-0.3055007
39.4488456,-0.3055101
39.4487656,-0.305509
39.4485606,-0.305519
39.448397,-0.305519
39.4482333,-0.3055217
39.4480386,-0.3055325
39.4493153,-0.3054974
39.4491234,-0.3055025
39.4490639,-0.3055032
39.4489231,-0.3055071
39.4487103,-0.3055087
39.4486414,-0.3055113
39.4484901,-0.3055167
39.4483337,-0.3055235
39.448175,-0.3055295
39.448116,-0.3055355
39.4479869,-0.3055339
39.4479346,-0.3055306
39.4478662,-0.3055393
39.4478233,-0.3055386
39.4477817,-0.3055403
39.447747,-0.305535
39.4476999,-0.3055357
39.4476502,-0.3055444
39.4475963,-0.3055383
39.4475559,-0.3055377
39.4475103,-0.3055369
39.4474653,-0.3055436
39.4474171,-0.3055402
39.447384,-0.3055362
39.4473405,-0.3055282
39.4473115,-0.3055094
39.4472894,-0.3054831
39.4472749,-0.3054482
39.4472733,-0.3054026
39.4472728,-0.305355
39.4472705,-0.3053158
39.4472708,-0.3052567
39.44727,-0.3051961
39.4472695,-0.3051418
39.4472739,-0.3050634
39.4472718,-0.3049933
39.4472728,-0.3049211
39.4472715,-0.3048531
39.447272,-0.3047954
39.4472713,-0.304737
39.4472733,-0.304669
39.4472715,-0.304612
39.4472718,-0.304551
39.4472738,-0.3044849
39.4472694,-0.3044209
39.4472724,-0.3043508
39.4472721,-0.3042841
39.4472734,-0.304219
39.4472744,-0.3041616
39.447271,-0.3040919
39.4472744,-0.3040262
39.4472749,-0.3039597
39.4472853,-0.3038947
39.4473049,-0.3038437
39.4473381,-0.3038092
39.4473778,-0.3037717
39.44742,-0.3037362
39.4474635,-0.3036996
39.4475012,-0.3036666
39.4475387,-0.3036287
39.4475773,-0.3035727
39.4476107,-0.3035188
39.4476463,-0.303459
39.447668,-0.3033833
39.4476978,-0.3033226
39.4477274,-0.3032571
39.447752,-0.3031847
39.447762,-0.3030993
39.4477711,-0.3030222
39.4477749,-0.302926
39.4477715,-0.3028266
39.4477705,-0.3027307
39.4477679,-0.3026385
39.4477687,-0.3025834
39.4477661,-0.3025241
39.4441458,-0.3286801
39.4384956,-0.3037465
39.434339,-0.3293474
39.4343657,-0.3294288
39.4346638,-0.330337
